NM_MUNICIPIO;NM_LOCAL_VOTACAO;DS_ENDERECO;NM_BAIRRO;NR_CEP;NR_LATITUDE;NR_LONGITUDE
PONTE ALTA DO TOCANTINS;ESCOLA MUNICIPAL DOS ASSENTAMENTOS SANTA TEREZA E SANTO ONOFRE;ZONA RURAL;ZONA RURAL;77590000;-10.4433886;-47.7591407
PRAIA NORTE;ESCOLA MUNICIPAL MELQUÍADES CARDOSO;RUA SÃO JOSÉ S/N;VILA TOCANTINS;77970000;-5.4009382;-47.8135053
PEQUIZEIRO;ESCOLA MUNICIPAL MATA AZUL;FAZENDA MATA AZUL - PROJETO INCRA NOVA ESPERANCA;ZONA RURAL;77730000;-8.29435084;-48.83432396
SANTA FÉ DO ARAGUAIA;CENTRO DE ENSINO MÉDIO INDÍGENA KARAJÁ XAMBIOÁ - CEMI KARAJÁ;ALDEIA INDÍGENA WARI-LYTY;ALDEIA INDIGENA;77848000;-7.1257823;-49.1784888
GOIATINS;ESCOLA MUNICIPAL SAO MIGUEL;POVOADO SAO MIGUEL;ZONA RURAL;77770000;-7.9150887;-47.3031546
ITAGUATINS;ESCOLA  MUNICIPAL TOCANTINS - POVOADO ALTO DA CRUZ;RUA PRINCIPAL, S/N POVOADO ALTO DA CRUZ;ZONA RURAL;77920000;-5.7212991;-47.7497615
ARAGUACEMA;ESCOLA ESTADUAL SENHOR DO BONFIM;RUA DOS ROMEIROS, S/N;ZONA RURAL;77690000;-8.6645183;-49.4485533
NAZARÉ;ESCOLA MUNICIPAL SANTO ANTÔNIO;POVOADO SANTA HELENA (TUCUNS);ZONA RURAL;77895000;-6.2745716;-47.8611897
TOCANTINÓPOLIS;ESCOLA MUNICIPAL ANTÔNIO FERNANDES DOS SANTOS;POVOADO RIBEIRÃO GRANDE - PEDRO BENTO;ZONA RURAL;77900000;-6.2522474;-47.4636825
WANDERLÂNDIA;ESCOLA MUNICIPAL BOM JESUS;ASSENTAMENTO COSTA RICA;ZONA RURAL;77860000;-6.7766393;-48.0579503
PARANÃ;ESCOLA MUNICIPAL ALBINO;COMUNIDADE QUILOMBOLA KALUNGA MIMOSO - ALBINO;POVOADO ALBINO;77360000;-13.1072667;-47.5858033
SÃO MIGUEL DO TOCANTINS;ESCOLA MUNICIPAL BIANOR RODRIGUES BANDEIRA ;RUA PRINCIPAL, POVOADA PRAIA ALTA - BOCA DA BARRA;POVOADO BOCA DA BARRA / PRAIA ALTA;77925000;-5.5240666;-47.5062988
ITAGUATINS;ESCOLA MUNICIPAL ANGICO - POVOADO ANGICO;RUA PRINCIPAL, S/N. POVOADO ANGICO.;POVOADO ANGICO;77920000;-5.6671137;-47.4984064
ARAGUAÍNA;ESCOLA MUNICIPAL ANATÓLIO DIAS CARNEIRO;PA MANOEL ALVES;ZONA RURAL;77800000;-7.3010893;-48.609912
SANTA FÉ DO ARAGUAIA;ESCOLA INDÍGENA MANOEL ACHURÊ;RIO ARAGUAIA - ALDEIA INDÍGENA XAMBIOA;ALDEIA INDIGENA;77848000;-7.1504012;-49.1827786
ARAGUATINS;ETI PROFESSORA ONEIDE DA CRUZ MOUSINHO;RUA GUIMARÃES, QD 192-B LT 02;VILA CIDINHA;77950000;-5.6449256;-48.1072841
PALMAS;CENTRO MUNICIPAL DE EDUCACAO INFANTIL SEMENTINHAS DO SABER;RUA BABAÇU C/ RUA PIACAVA, S/N APM 01;SETOR SANTA FÉ 4º ETAPA;77066210;-10.33187403;-48.28025714
